applicant,application_date,application_number,document_date,document_number,inventor,title
丽珠集团福州福兴医药有限公司,2016-10-14,CN201621122312.0,2017-09-22,CN206508273U,"王为民,王昭成,李素彬,汪功剑,蒋永飞,江云",一种喷雾干燥装置
山东新华制药股份有限公司,2010-04-16,CN201010151855.6,2010-08-18,CN101804056A,"陈延祥,鲁凤莉,张红贞,张春华",盐酸吡格列酮、格列美脲的复方片剂及制备方法
山东新华制药股份有限公司,2010-11-15,CN201010544054.6,2011-03-16,CN101984974A,"汪洋,潘西海,孙艳华,刘怀林",一种用于治疗2型糖尿病的药物组合物的制备方法
山东新华制药股份有限公司,2010-08-25,CN201010261664.5,2011-01-12,CN101940578A,"汪洋,孙艳华,潘西海,刘怀林",一种用于治疗2型糖尿病的药物组合物及其制备方法
山东新华制药股份有限公司,2011-03-11,CN201110058448.5,2011-09-07,CN102174049A,"王军,陈梅,李敏之",一种盐酸纳洛酮成盐的制备工艺
山东新华制药股份有限公司,2011-03-11,CN201110058543.5,2011-09-07,CN102174012A,"王兵,张博,沈平,王龙闯",尼莫地平的制备方法
山东新华制药股份有限公司,2012-03-13,CN201210065243.4,2012-11-14,CN102775422A,"李进都,岳珊珊,吴军军,常森,郑忠辉",普拉格雷中间体的一种晶型
山东新华制药股份有限公司,2009-06-08,CN200910015982.0,2012-12-12,CN101575277B,"刘怀林,孙太红,王剑平,赵丽",一种制备高纯度马蔺子甲素的方法
山东新华制药股份有限公司,2015-11-30,CN201510854350.9,2016-03-23,CN105418402A,"吴孝好,何雪涛,陈洪全,房民,张玲",水杨酸的生产工艺
山东新华制药股份有限公司,2013-09-09,CN201310407962.4,2015-08-26,CN103435567B,"商艳梅,宋广慧,张滨,郭照奎,于小萍",缬沙坦的精制方法
山东新华制药股份有限公司,2012-03-13,CN201210064579.9,2012-08-01,CN102617593A,"李进都,岳珊珊,吴军军,常森,郑忠辉",一类普拉格雷中间体的制备方法
中联重科股份有限公司渭南分公司,2013-04-25,CN201310147825.1,2013-07-24,CN103213793A,"伍希志,戴呈豪,陈映林,刘小华,王敏捷,朱俊辉",后装压缩式垃圾车及其装载机构
中联重科股份有限公司渭南分公司,2013-04-25,CN201310148700.0,2016-01-20,CN103213794B,"伍希志,戴呈豪,陶军,朱俊辉,王惠科",后装压缩式垃圾车及其装载、推铲位置控制方法和系统
长沙中联重科环卫机械有限公司,2014-11-07,CN201410626149.0,2016-06-01,CN105625245A,"覃先云,徐浩,伍乾坤,彭云建,肖庆麟",清洁用吸嘴和清洁车
长沙中联重科环卫机械有限公司,2014-09-30,CN201410519667.2,2015-02-04,CN104325574A,"伍乾坤,徐浩,宋开宇,刘臻树,潘科扬",一种垃圾分选设备
长沙中联重科环卫机械有限公司,2013-12-15,CN201310684461.0,2015-09-30,CN103723413B,"彭文飚,冯卫,郝长千,尤红耀",一种垃圾车用压填机构、垃圾车
上海中联重科桩工机械有限公司,2013-06-04,CN201310220309.7,2015-10-28,CN103277042B,"黄志明,肖定成,赵亮,何杰,吴越策",钻机动力头的液压控制系统和钻机
上海中联重科桩工机械有限公司,2015-07-24,CN201510442977.3,2015-11-04,CN105019881A,"何欢,车霞",旋挖钻机、旋挖钻机的防溜杆控制系统及控制方法
中联重科物料输送设备有限公司,2013-06-20,CN201310247711.4,2015-09-16,CN103274187B,"王德森,李龙",托辊装置及具有其的圆管带式输送机
长沙中联重科环卫机械有限公司,2013-12-02,CN201310632189.1,2015-10-14,CN103677001B,"李珍,吴勇,蒋亚萍,易尧,苏伟",电动车制冷控制方法、装置及系统、电动车
上海中联重科桩工机械有限公司,2015-07-08,CN201510397276.2,2015-10-14,CN104975812A,"高超,罗慧,常延沛,胡文江",旋挖钻机
上海中联重科桩工机械有限公司,2013-08-21,CN201310368276.0,2015-09-30,CN103434961B,"禹昭,朱长林,乔国华",双卷扬控制系统及工程机械
常德中联重科液压有限公司,2013-11-22,CN201310594595.3,2015-09-30,CN103591073B,"艾志浩,向治平,杨红",机械联动式减压阀、主阀与减压阀联动阀组及工程机械
上海中联重科桩工机械有限公司,2015-08-19,CN201510511964.7,2015-11-11,CN105041216A,"刘周斌,张睿,杨涛,张旭辉,尹华",可安装护筒的旋挖钻机
湖南中联重科智能技术有限公司,2015-08-14,CN201510502005.9,2015-12-09,CN105129637A,邓博,塔机状态参数测量方法、设备、系统以及工程机械
湖南中联重科车桥有限公司,2014-06-03,CN201410242075.0,2015-12-09,CN105128600A,"刘固基,刘爱萍,许名苟,金毅",桥壳、车桥、车辆和桥壳的制造方法
常德中联重科液压有限公司,2013-08-13,CN201310351081.5,2015-11-25,CN103410803B,"陈志超,潘文华",液控换向阀、联动控制液压系统与挖掘机的液压控制系统
上海中联重科桩工机械有限公司,2014-04-11,CN201410146328.4,2015-12-02,CN103912218B,苏晖,旋挖钻机及其整车重心控制方法、系统
长沙中联重科环卫机械有限公司,2013-08-07,CN201310342287.1,2016-01-06,CN103382707B,任永泰,双向护栏清洗车
上海中联重科桩工机械有限公司,2013-10-14,CN201310479650.4,2016-01-20,CN103511403B,刘亮,液压冷却系统及具有其的工程机械
湖南中联重科智能技术有限公司,2015-10-30,CN201510728933.7,2016-01-13,CN105236270A,"李金平,刘涛,邓博,杨凯",塔式起重机的重心检测方法、装置、系统及塔式起重机
潍柴动力股份有限公司,2012-12-28,CN201210583248.6,2013-05-01,CN103076248A,"李云强,邢东征,朱晓洁,马兴伟,郭灵燕",一种气缸套活塞环腐蚀磨损试验装置
潍柴动力股份有限公司,2012-12-26,CN201210574771.2,2013-05-01,CN103076042A,郭深深,一种工程机械测试方法、装置及设备
潍柴动力股份有限公司,2012-12-27,CN201210583212.8,2013-05-01,CN103075263A,"李大明,刘兴义,王裕鹏,马永超",一种获取发动机喷射器喷油量的方法和装置
潍柴动力股份有限公司,2011-01-27,CN201110032763.0,2013-02-20,CN102182576B,"胡广地,孙少军,佟德辉,郭圣刚,龚英利",用于控制柴油发动机的空气系统的设备和方法
潍柴动力股份有限公司,2012-12-28,CN201210583243.3,2013-04-17,CN103047034A,"刘栋,李少佳",一种低怠速控制方法及装置
潍柴动力股份有限公司,2012-12-11,CN201210532971.1,2013-04-17,CN103047066A,"李云华,谢凤,李士振",一种喷射间隔测试方法及系统
潍柴动力股份有限公司,2012-12-24,CN201210572541.2,2013-04-10,CN103032190A,"李大明,刘兴义,秦涛,王传荣,吴速超",一种基于轨压信号的检测柴油发动机失火的方法及设备
中兴通讯股份有限公司,2010-05-25,CN201010192733.1,2011-11-30,CN102262750A,李春玲,电子工单的责任判断方法和装置
潍柴动力扬州柴油机有限责任公司,2010-12-29,CN201010612023.X,2012-11-21,CN102080584B,"阮志强,郭林山,贺园玲",发动机及其气门驱动机构
潍柴动力股份有限公司,2013-12-13,CN201310688160.5,2014-04-23,CN103742297A,"杨栋,冀丽琴,张飞飞,张晓琳,张少杰",一种发动机及其废气再循环系统、排气歧管
潍柴动力股份有限公司,2013-12-24,CN201310728068.7,2014-04-23,CN103742273A,"李文广,闫珊珊",用于获取EVB系统性能的测试系统及其控制策略
中兴通讯股份有限公司,2005-07-28,CN200510087237.9,2011-11-30,CN1905425B,杜建平,一种SDH系统光板到光板时隙时分优化配置方法
中兴通讯股份有限公司,2011-07-25,CN201110209006.6,2011-11-30,CN102263823A,"张波,刘威,马少峰",一种基于云计算的通信方法及通信设备
潍柴动力股份有限公司,2011-11-30,CN201110390641.9,2014-04-30,CN102493886B,"佟德辉,秦涛,刘兴义,徐文俊",一种喷油器开启时间修正方法及装置
潍柴动力股份有限公司,2014-01-20,CN201410025216.3,2014-04-30,CN103758673A,"杨艳庆,范明德,许帅",柴油机的冷起动控制系统及方法
中兴通讯股份有限公司,2010-05-26,CN201010189405.6,2011-11-30,CN102262759A,"陈丽,胡志尧,罗永华,罗轶,李良熹,杨明玮,叶建生",使用电子票券交易的系统及方法
中兴通讯股份有限公司,2011-05-25,CN201110135911.1,2011-11-30,CN102262500A,"曹育生,房稳",用电容手写笔模拟左右键输入的方法电容手写笔及终端
中兴通讯股份有限公司,2011-08-19,CN201110240078.7,2011-11-30,CN102263701A,李建国,队列调整方法及装置
潍柴动力股份有限公司,2014-01-24,CN201410036933.6,2014-04-30,CN103758618A,"王新校,王辉,栾军山",一种发动机以及发动机排气温度控制装置
潍柴动力股份有限公司,2014-01-15,CN201410018968.7,2014-05-14,CN103790684A,"闫立冰,刘兴义,李栋,蔺海艳,王金平",一种氧化催化器的故障检测方法及装置
中兴通讯股份有限公司,2010-05-27,CN201010187400.X,2011-11-30,CN102264066A,"王波,李静岚",一种实现接入层安全算法同步的方法及系统
中兴通讯股份有限公司,2007-10-25,CN200710167336.7,2011-11-30,CN101159757B,袁立罡,双归属同步数据传输方法
潍柴动力股份有限公司,2014-01-21,CN201410028231.3,2014-05-14,CN103790688A,"李文广,刘菲,丁国栋",一种发动机及其冷却喷嘴的控制方法、控制系统
潍柴动力股份有限公司,2013-12-06,CN201310654954.X,2014-04-30,CN103758649A,"仲昆,代子阳,龚英利,姚旺,栾军山",EGR系统管路状态检测方法、装置及具有该装置的车辆
潍柴动力股份有限公司,2013-12-25,CN201310727432.8,2014-04-23,CN103742242A,"王意宝,陶建忠,王奉双,王远景",一种SCR催化消声器及其出气管
中兴通讯股份有限公司,2008-08-01,CN200810135398.4,2011-11-30,CN101335631B,"孙倩,孙默",一种下一代网络中选择计费系统的方法
中兴通讯股份有限公司,2007-04-28,CN200710097268.1,2011-11-30,CN101296486B,"杜忠达,王继承",同步切换方法和系统
潍柴动力股份有限公司,2013-12-09,CN201310661924.1,2014-04-23,CN103742277A,"宋茜,桑海浪,张斌",一种发动机摩擦扭矩计算方法及装置
潍柴动力股份有限公司,2014-01-26,CN201410037399.0,2014-05-07,CN103776633A,"李文广,李升建,陈淑敏",一种电子熄火器的试验系统及其控制方法
中兴通讯股份有限公司,2011-08-24,CN201110248142.6,2011-12-21,CN102289381A,"王法,邹鹏,常辉,王勇",一种可编程逻辑器件的升级方法及系统
中兴通讯股份有限公司,2010-06-09,CN201010196092.7,2011-12-14,CN102281183A,宋晓丽,处理网络拥塞的方法、装置和核心网络实体
潍柴动力股份有限公司,2011-11-24,CN201110379034.2,2013-08-07,CN102436284B,"孙少军,佟德辉,黄继轩,李文广,田昊",一种发电机负载连续可变系统
中兴通讯股份有限公司,2007-10-18,CN200710176075.5,2011-12-28,CN101141197B,王哲,一种软件下载方法
中兴通讯股份有限公司,2008-12-31,CN200810192988.0,2011-12-28,CN101448332B,"戴博,张禹强,郝鹏,喻斌,张戎,梁春丽,马志锋",大带宽系统中上行控制信道资源映射方法及装置
中兴通讯股份有限公司,2006-12-30,CN200610171582.5,2011-12-28,CN101212251B,"刁心玺,陈冠",一种提高TDD系统下行能力的反馈方法和系统
中兴通讯股份有限公司,2006-09-12,CN200610152059.8,2011-12-28,CN101145859B,"胡利宁,缪烨,张晓",手机单板的测试系统及方法
中兴通讯股份有限公司,2009-01-22,CN200910105245.X,2011-12-28,CN101478440B,张立超,一种故障信息可追溯的系统及方法
中兴通讯股份有限公司,2011-08-01,CN201110218389.3,2011-12-14,CN102281155A,李春红,基于分组传送网PTN的伪线PW切换方法、系统及装置
中兴通讯股份有限公司,2010-06-21,CN201010205844.1,2011-12-21,CN102291804A,周晓华,一种动态控制基站用户容量的方法和装置
中兴通讯股份有限公司,2010-06-13,CN201010207720.7,2011-12-14,CN102281121A,"王光辉,贾晓强,谢大",一种数据文件传输和校验的方法、设备及系统
中集集团集装箱控股有限公司,2015-03-03,CN201510094849.4,2018-01-26,CN104803124B,"樊平燕,孙吉栋,马兆云,张洪春,刘伟,孙立赢,王洪鑫,申兴沛",油箱内置的集装箱
上海中集宝伟工业有限公司,2016-07-21,CN201610578720.5,2018-01-30,CN107639321A,"赵声录,张新,梁大才,徐伟",用于集装箱的自动焊接设备和自动焊接方法
南通中集特种运输设备制造有限公司,2013-08-21,CN201310368395.6,2018-01-30,CN104417975B,"吕国权,吉顺林,范凯",集装箱墙板结构及集装箱
中集集团集装箱控股有限公司,2015-04-03,CN201510159092.2,2015-07-29,CN104802472A,"刘方忠,李建平",可重复使用的喷标模材料
南通中集特种运输设备制造有限公司,2014-03-18,CN201410100798.7,2015-09-23,CN104925415A,"刘荣,董春健",用于集装箱的锁紧机构和集装箱
青岛中集特种冷藏设备有限公司,2015-07-10,CN201510404808.0,2017-01-18,CN106335717A,"樊平燕,张洪春,胡文利,林霖",冷藏集装箱内部温度测量系统、控制方法及冷藏集装箱
南通中集特种运输设备制造有限公司,2016-08-23,CN201610712571.7,2018-03-06,CN107758162A,"张新林,董春健",集装箱底架及具有其的集装箱
南通中集特种运输设备制造有限公司,2016-08-23,CN201610708162.X,2018-03-06,CN107758154A,"丁志春,翟建兴,滕志斌,王育",一种运车支撑装置、具有其的集装箱及运车支撑方法
广东新会中集特种运输设备有限公司,2013-12-11,CN201310674603.5,2015-06-17,CN104709625A,"姚谷,黎泽深,孔河清,姚学文,赵建刚",集装箱及其钢地板底架
广东新会中集特种运输设备有限公司,2014-07-08,CN201410323869.X,2015-09-16,CN104139933B,"李升奇,张前先,赵建刚",折叠箱
南通中集特种运输设备制造有限公司,2014-09-24,CN201410496157.8,2016-04-20,CN105501721A,"郭伟嘉,李爱华,董春健,陈小军",处理箱
中集集团集装箱控股有限公司,2014-09-25,CN201410500075.6,2016-04-20,CN105501735A,"陆新林,郭伟嘉,周卫华,钱小龙",集装箱卸料端门及具有其的集装箱
南通中集特种运输设备制造有限公司,2014-01-21,CN201410027274.X,2017-08-11,CN104787503B,陆新林,一种货运集装箱
中集集团集装箱控股有限公司,2014-05-16,CN201410209987.8,2017-08-04,CN104801599B,"董旭,李建平,杨克辉,汪德禄,钟永强,贺文彬",集装箱门横梁冲压生产线
中集集团集装箱控股有限公司,2014-06-04,CN201410244998.X,2017-08-04,CN104801600B,"汪德禄,杨克辉,刘永琼,钟永强,李建平",集装箱大门槛类部件生产线
中集集团集装箱控股有限公司,2013-08-27,CN201310379333.5,2017-08-29,CN104416636B,"陈祥社,赵声录,陶仁中,郞妙国",去除竹筒表面竹青的方法及设备
南通中集特种运输设备制造有限公司,2013-09-17,CN201710151249.6,2017-05-17,CN106672483A,"刘荣,丁志春,翟建兴,陆新林,董春健,陈耀,范凯,李爱华",集装箱的开锁装置、具有开锁装置的锁具结构及集装箱
中国国际海运集装箱(集团)股份有限公司,2015-11-25,CN201510833718.3,2017-05-31,CN106735723A,"陆宏文,张科,相顺强,刘俊",集装箱门板生产系统
湖南中集竹木业发展有限公司,2013-12-02,CN201310637490.1,2014-11-05,CN104128971A,"刘锐楷,卢建房,李月明,李振林",竹木复合集装箱用底板及其生产方法
广东新会中集特种运输设备有限公司,2014-08-29,CN201410437092.X,2014-12-10,CN104196125A,"杨书芳,周永朋,周永安",一种模块化建筑连接件和建筑
淄博伊马新华制药设备有限公司,2014-04-18,CN201410158014.6,2014-06-25,CN103876937A,"蔡根,王斌,邵训鑫,王辉,陈明颖",胶囊充填装置
山东新华制药股份有限公司,2013-04-15,CN201310129844.1,2013-07-10,CN103193709A,"王兵,曹忠诚,王延伟,王宜运,范春伟,沈平",异丙安替比林的制备工艺
山东新华制药股份有限公司,2013-04-27,CN201310152454.6,2013-07-31,CN103223287A,"鹿永华,黄科峰",含甲苯废气的净化回收装置及其废气净化回收方法
山东新华制药股份有限公司,2013-04-15,CN201310130394.8,2013-07-10,CN103193655A,"王剑平,王付荣,窦国华,陈梅",盐酸西那卡塞晶型Ⅰ的制备方法
山东新华制药股份有限公司,2011-06-15,CN201110160619.5,2013-04-17,CN102250093B,"夏丙堃,宫怀正,郑志满",从茶碱钠盐母液中回收茶碱钠盐的工艺
山东新华制药股份有限公司,2012-05-07,CN201210137206.X,2012-08-22,CN102641254A,"汪洋,王翀,陈岐信,郑忠辉",阿司匹林肠溶缓释制剂的制备方法
浙江新华制药有限公司,2012-06-13,CN201210193923.4,2012-10-03,CN102702016A,"林邦平,王忠美,郭斌",一种3-氨基-N-环丙基-2-羟基己酰胺的制备方法
山东新华制药股份有限公司,2011-11-21,CN201110370606.0,2012-05-02,CN102432519A,"朱连博,郑忠辉,赵帅,徐雪梅",3-（2-氨乙基）-N-甲基-1H-吲哚-5-甲烷磺酰胺的制备方法
